Length,audio_name,Transcript,negative_count,positive_count,negative_positions,positive_positions,Senti,Total Frame Count,Total Positive Frames,Total Negative Frames,Total Neutral Frames,General Percentage,Negative_Frame_Sentiments,Positive_Frame_Sentiments
120.6,Transgender-4P.wav,لیکن میں اس کو چپ کرا رہی تھی اور وہ کہہ رہی تھی اس کی سسکیوں میں صرف ایک اواز تھی اپ ہمیں کوئی طعنہ نہیں مارے گا اب کوئی طنز نہیں کرے گا اپ کوئی نہیں کہے گا تم اس سے بات نہیں کرنی ہے کریٹی سائز ہر کوئی کر رہا ہے کسی نے یہ سوچا ہے کہ پیڈ ان کے اگے بھی لگا ہے کسی نے یہ سوچا ہے کہ جب بھوک سے کھانا نہیں ہوگا تو پیٹ کیا کچھ کرواتا ہے تو ہمیں کریٹیو سے پہلے گورنمنٹ کو اور ان لوگوں کو ایسے احکامات کرنے چاہیے کہ ہماری ایجوکیشن تعلیم ہو ہمارے ماں باپ ہمیں گھر سے نہ نکالے ہمیں جوب دی جائے وہ خواجہ سرا جو اس عمر کا پہلو سے اگے جا چکے ہیں تعلیم کے ان کے لئے اسکیل بلڈنگ ٹریننگ ہو ان کو شارٹ لونز دیے جائیں بے نظیر انکم سپورٹ میں اس طرح خواتین کو سپورٹ کیا جارہا ہے اچھا پروگرام ہے اسی طرح خواجہ سروں کے لیے کس پیسفک پروگرام ڈیزائن کیا جائے جس میں غریب اور ایجنٹ ٹرانسجینڈر کے لئے مدد کی جائے میں دیکھنا چاہتی ہوں یہ پاکستانی معاشرہ اس پڑھی لکھی ڈاکٹر ٹرانسجینڈر کو کیسے ٹریٹ کرتا ہے کیسے مجھے ٹریٹ کرتا ہے تاکہ میں دیکھنا چاہتی ہوں کیا واقعی یہ بات سچ ہے اپ ٹھیک ہیں عرصہ سے جو ٹرانس کمیونٹی کے رائٹس کے لئے کام کر رہے ہیں اور اب خوش این بات یہ ہے کہ اپ کی شکل جو ہے سارا ڈاکٹر سارا گل بن چکی ہے ہمارے لئے بڑا فخر ہے ہمارے لئے کیا پورے پاکستان کے لئے فخر ہے کہ اج یہ ڈاکٹر بنی ہے اور پورا پاکستان خوش ہے اور ایک دوسرے کو مٹھائیاں مبارکباد اور اج ہم لوگوں نے ایک برتھ ڈے پارٹی رکھی ہے تاکہ کیونکہ ہر کوئی سارہ سے ملنا چاہ رہا تھا تو ہم نے بولا سارا بڈے پارٹی رکھ لیتے ہیں تم بھی وہاں پے انوائٹ ہوگی تو سارے وہاں جائیں گے تمہیں مبارکباد بھی دے دیں گے مل بھی لیں گے ابھی جو ہے وہ ہم نے پورا دسترخوان پر قبضہ کیا ہوا تھا اور ہمیں بتا رہے تھے بلدیہ صاحبہ کے اپ کے انتظار میں کھانا ٹھنڈا ہو رہا ہے تو بات چیت کا سلسلہ جاری رہتا ہے ابھی اندر چلتے,17,9,"[0, 6, 8, 10, 10, 12, 14, 25, 36, 56, 73, 75, 82, 85, 87, 89, 94]","[47, 49, 51, 58, 70, 91, 105, 111, 116]",1,120,12,22,58,"(0, 48.333333333333336)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 0, 0, 0]","[9, 0, 9, 0, 0, 1, 0, 0, 0]"
119.28,Transgender-5NG.wav,کو جب میں نے اگے لیا میں عدالت کئی میرے وکیل جو تھے ان کو لوگوں نے یہ تک کہا کہ اپ اب ان کی کیس لڑیں گے کیا اتنے برے دن اگئے ہیں جب میں پولیس دیکھیں پولیس کا رول بہت سپورٹ ہے لیکن جو نیچے طبقے کے جو پولیس والے ہیں وہ شائد نہیں ہے بیچارے یا اپ پہلے تین انفارمیشن نہیں تھی اب بہت بہتر ہے تو پہلے کی بات بتا رہی ہوں پولیس والوں کے بعد میں گئی کہ ایسا ہوا تو انہوں نے کہا تو کیا ہو گیا میں میڈیکل کے لیے گئی جاب کروانے کے لیے ایم ایل او کے لیے تو اپ کی ایم ایل او افیسر بولتی ہے لڑکی تھوڑی ہو اتنا کیا مسئلہ ہے بات لڑکی کی یا لڑکی کی نہیں ہے بات ظلم کی تھی میں مجھے سمجھ نہیں ایا اس دن کے خواجہ سرا ہونے کی وجہ سے میرے ہوئے اوپر ظلم کو ظلم ہی سمجھا جاتا اخر میں جس میری فرینڈ نے میری مدد کی اس سے مدد مانگنے سے پہلے میں نے اس کو ڈائریکٹ اپنی یونیورسٹی کا لنک دیا میں نے بولا پہلے ایک دفعہ کنفرم کرلو پھر میری مدد کرنا اور مجھے پیسے نہیں چاہیے ڈائریکٹ میری یونیورسٹی میں جمع کرواؤ تو مجھے پیسے نہیں چاہیے تھی مجھے عزت چاہیے تھی مجھے پڑھنا تھا اس پڑھائی کے لئے میری تعلیم کے لئے اس انسٹیٹیوٹ کو پیسے چاہیے ایک خواجہ سرا ہمیں بولتے ہیں کہ غلطی سے تعلیم حاصل نہیں کرتے ہیں خواجہ سرا ہی نہیں کرتے ہیں میں تو کرنا چاہتی تھی نا تو مجھے کیوں نہیں دی گئی تعلیم فری یاد رکھیے گا میں پہلی خواہش اس نے ڈاکٹر ضرور ہو سکتی ہوں پر میں وعدہ کرتی ہوں میں پاکستان کی اخری خواجہ سرا ڈاکٹر نہیں ہوں گے ڈاکٹر سارہ کی اپنے میزبان سے منشا کو دیجئے اللہ حافظ,19,15,"[12, 18, 22, 25, 48, 51, 52, 54, 60, 61, 74, 78, 82, 94, 95, 98, 102, 106, 114]","[3, 17, 27, 33, 59, 63, 65, 65, 66, 75, 76, 79, 84, 88, 110]",1,119,6,8,80,"(0, 67.22689075630252)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 9, 9]","[9, 0, 9, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0]"
44.63,Transgender-6NG.wav,کس مینیجر کی حیثیت سے کام کرتی ہوں سندھ پولیس کی فوکل پرسن ہوں خواجہ سرا کمیونٹی کے لئے یہ چوتھا اٹیک ہے میرے اوپر چوتھا جو میرے دروازے تک لوگ پہنچے ہم ہر دفعہ ویڈیو نہیں بنا پاتے ہم ہر دفعہ اس کو رپورٹ بھی نہیں کرتے ہیں کیونکہ یہ انسان پہلے میرے پاس ایا ویڈیو موجود ہے اس انسان نے کہا کہ پیار کرنا ہے 2000 دوں گا میں نے ویڈیو بنالی میں نے سوشل میڈیا پر لگائی تاکہ لوگوں کو پتہ چلے کہ کیسے ہوتی ہے حراسمنٹ اس پہ بھی میں نے کافی کمنٹس ایسے دیکھے کہ لوگوں نے کہا کہ کیا ہوگیا تم لوگ تو یہی کام کرتے ہو اس کے بعد دین,6,3,"[2, 13, 14, 16, 18, 42]","[10, 25, 37]",1,44,18,2,22,"(0, 50.0)","[0, 9, 0, 9, 0, 0]","[1, 0, 0]"
59.23,Transgender-6-1NG.wav,ہمارا وہ کسی اور ساتھی کے ساتھ وہ اتے ہیں اور ہم میرے گھر پہ تیزاب کی بوتل لاتے ہیں ڈرانے کے لئے مارنے کے لئے کیا کرنے کے لئے پر بہرحال ائے ہم نے ویڈیو بنالی میں نہیں تھی گھر پہ ایف ائی ار کٹوائے ان کو ہم نے اریسٹ کرایا مرد یا عورت سے ہماری اسٹرگل بہت زیادہ ہوتی ہے میں ایک بہت کنزرویٹو سندھی فیملی سے بلاونگ کرتی ہوں اور اویسی انہوں نے ڈس اون کیا ہوا ہے میں 16 سے 17 سال کی تھی تب مجھے اپنی فیملی سے دور ہونا پڑا اور اس وقت اگر میں دور نہ ہوتی تو شاید میں اج زندہ نہ ہوتی کیونکہ ایک اونر کلنگ ہم پاکستان کا سب سے بڑا مسئلہ ہے اور یہ صرف عورتوں کا نہیں کاروکاری ہمارا بھی بڑا مسئلہ ہے کہ ہمیں یہ ہے کہ ایک خاندان پہ غیرت کے نام پے مار دیا جاتا ہے,12,1,"[6, 15, 22, 24, 30, 40, 43, 48, 49, 51, 53, 58]",[31],1,59,14,2,16,"(0, 27.11864406779661)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0]
70.26,Transgender-6-2NG.wav,بورڈنگ پاس پھاڑا اور مجھے کہاں پھیلاؤ نہیں مینا کیوں انہوں نے کہا اپ کا جینڈر ہے میڈل ایسٹ پورے کی پالیسی سے ہیں کہ ہم اپ کو الاؤ نہیں کر سکتے سیکیورٹی اتی ہے اور وہ اگے چلے جاتے ہیں ایم سی کیوٹی نہیں مجھے روک دیا کہ میں نے بولا دیکھے میں نے ٹکٹ لی پیسے بھرے ہمیں ایکسپلینیشن چاہیے ریٹن میں لکھ کے دے دیں تاکہ ہم اکے ریفنڈ تو کروا سکیں ہمیں مجھے اج تک کچھ ریٹیل میں نہیں دیا گیا جہاز سے اتار دیا گیا تو یہ ایک اندھا قانون میک ارگنائز ہیٹ کیمپین کی ٹارگٹ ہوں میری پرانی تصویریں میری فیملی میرا کریکٹ میری کریکٹر سیشن میری مطلب میری پارٹیز میری ویڈیوز سب کو ٹارگٹ کیا جا رہا ہے اور میں یہ سمجھتی ہوں کہ یہ ساری چیزیں ایک سسٹمیٹک اٹیک ہیں جو ہم پہ کیے جا رہے ہیں کہ پلیز اپ چپ ہو جائیں اور خواجہ سراؤں کے لیے بات کرنا بند کرو,8,6,"[3, 4, 13, 20, 26, 36, 41, 70]","[45, 47, 48, 50, 50, 51]",1,70,14,2,46,"(0, 65.71428571428571)","[9, 0, 0, 9, 9, 0, 0, 0]","[0, 9, 0, 0, 1]"
54.13,Disease_P.wav,ایسے کرتا ہوں دیکھیں میں شوگر کا ڈاکٹر نہیں ہوں لیکن مجھے تقریبا پچیس سالوں سے شوگر ہے ہماری فیملی میں ہے اور اسے میں کیسے کنٹرول کرتا ہوں جو موٹا موٹا اس کا پرنسپل ہے وہ تو یہ ہوتا ہے کہ اپ میٹھی چیزیں نہ کھائیں نمبر ون ایکسرسائز کریں نمبر 2 اور اگر شوگر ہو جاتی ہے تو اس کی دوائی اپ لیں یہ تمام کچھ کرنے کے باوجود بھی بہت سے لوگوں کو ارام نہیں اتا یا ان کی جو شوگر ہے اس کا لیول ہائی رہتا ہے تو اب اس کو اور خاص طور پر جب شوگر کی بیماری بڑھتی جائے اور عمر زیادہ ہوتی ہے اپ کو تو اس میں تبدیلیاں اتی ہیں تو ہاؤ ائی کنٹرول مائی ڈاٹس تو وہ پرنسپل میں اپ کے ساتھ شیئر کر رہا ہوں یہ میں ایسا فرینڈ کر رہا ہوں اپ سے ایسا فیلو کر رہا ہوں ظاہر ہے کہ اس میں تھوڑا سا ڈا,13,1,"[2, 3, 4, 6, 11, 11, 16, 19, 27, 29, 35, 36, 37]",[30],1,54,38,3,10,"(1, 70.37037037037037)","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0]
102.35,Disease-1P.wav,شامل ہوگی لیکن پیور اپ اپنا علاج کرانے کے لئے جو ڈائبیٹک یا ڈائبیٹیز کے ڈاکٹر ہوتے ہیں ان سے رجوع کریں میرے پاس انے کی ضرورت نہیں ہے میں صرف اپ سے شیئر کر رہا ہوں نمبر ون دیکھیے میں یہ کرتا ہوں کہ جو غذا ہے وہ ایک وقت میں زیادہ نہیں کھاتا میں دن میں 6 7 میلس ختم صبح میں ایک چھوٹا سا بریک فاسٹ کرتا ہوں پھر سیلڈ لے لیا دوپہر میں ا کے پھر میں نے ساتھ میں سالن ہوا تو ادھی روٹی کھانی ہے اس کے ساتھ شام میں ایک ادھ بسکٹ لے لیا پھر رات میں اسی طرح اچھا اب شروع شروع میں جو زیادہ کھانے والے ہوتے ہیں میں اپنی پروبلم ہوتی ہے لیکن میں ایک چیز اپ کو یاد کر رہا ہوں کہ اگر اپ چالیس پچاس دن یہ روٹین بنا لیں تو اپ کی یہ عادت بن جاتی ہے پھر اپ کو جو ہے بہت زیادہ بھوک لگی بند ہو جاتی ہے گوگل یہ سارا ہمارا جو نظام ہے یہ فیڈ بیک پر چل رہا ہوتا ہے تو اپنے میلس چھوٹے کریں اور فریکوئنسی ان کی بڑھا دیں نمبر ون نمبر ٹو ایکسرسائز اب میری ٹانگیں ٹھیک نہیں ہے میں چل نہیں سکتا میں تو سروس کر دوں گا میکسیمم تو میں کیسے کروں میں پھر ایکسرسائز بیٹھے بیٹھے کرتا ہوں اور میں بازو کی ایکسرسائز کرتا ہوں مکمل کی کرتا ہوں بیٹھ کے ٹانگوں کی ایکسرسائز کرتا ہوں میرے گھر کے اندر سیڑھیاں جو ہوتی ہیں بس سہارا لے کے اچھے طریقے سے مضبوطی سے وہ اسے زور لگتا ہے کیونکہ اپ کے شوگر تب برن ہوتی ہے جب صرف ٹہلنا کافی نہیں ہے تھوڑا زور اور ایکسرسائز کریں یا,19,8,"[1, 5, 10, 11, 19, 20, 23, 23, 24, 41, 45, 46, 57, 58, 72, 74, 97, 99, 100]","[3, 31, 39, 71, 72, 83, 92, 99]",1,102,65,13,24,"(1, 63.725490196078425)","[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 9, 1, 1, 0, 0, 0]"
98.31,Disease-2PP.wav,گوگل یو واک کر سکتے ہیں دیس یو ڈو بیشک ورکنگ اس سے اپ کی شوگر کنٹرول ہو گی ایکسرسائز پوائنٹ اف ویو سے جا سکتے ہیں وغیرہ کھانے میں میں نے یہ نوٹ کیا ہے کہ سب سے زیادہ چاول کھانے سے اپ کی بڑھتی ہے شوگر اور بیکری کی ائٹم خانے سے میں نے دیکھا ہے کہ اگر میری شوگر 140 کی مثال کے طور پے اور ایک سموسہ میں نے کھا لیا ہے اور 1 گھنٹے کے بعد ڈیڑھ گھنٹے کے بعد میں نے چیک کیا 180 اس سے بھی اوپر چلی گئی 200 تک چلی گئی تو بیکری کی چیزیں جو ہیں یہ بہت زیادہ شوگر کو بھڑکتی ہے شوارما زو کے برگرز ہوگئے ان کو اوائڈ کریں چاول اوائڈ کریں اور اسے جب پراٹھا ہو گیا پراٹھے کے گندم نہیں ہوتی گھی بھی ہوتا ہے ساتھ میں کیلوریز بھی زیادہ ہوتی ہیں ان کو ویٹ کریں اور میں ایک اور اپ کو دلچسپ بات بتاؤں کہ ہمیں دیکھنے کو تو لگتا ہے نا کہ یہ جو رش ہوتا ہے یہ کیا ہے جس وقت یہ سوکھی سی چیز ہے یہ شوگر کو اچھا مزہ ہائی کر لیتی ہے بیکوز کاربوہائیڈریٹس جو ہے تو اس لئے میں کبھی کبھار جب مجھے لگتا ہے شوگر تھوڑی سی بہتر نہیں ہو رہی تو میں پھر جو روٹی اپنے لئے الگ بنواتا ہوں جس میں جو کاٹا اور دوسرا اٹا یہ میں استعمال کرتا ہوں اس سے یہ ہوتا ہے کہ وہ روٹی تھوڑی سی کوئی بہت اچھے ذائقے والی نہیں ہوتی تو اٹومیٹک اپ زیادہ کھانا پسند ہی نہیں کرتے اندر سو اپ کو وہ کرتے ہو,18,9,"[6, 15, 18, 23, 40, 40, 44, 45, 49, 52, 53, 67, 68, 76, 77, 92, 94, 95]","[22, 24, 34, 58, 69, 69, 77, 91, 95]",1,98,70,4,21,"(1, 71.42857142857143)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
36.92,Disease-3PP.wav,میڈیکیشن میں کونسی لکھتا ہوں میں جو میڈیسنز ہیں میں کافی عرصہ اب یہ جو ہے نہ تین قسم کی ہیں تو بہت سی قسموں کی دوائیاں ہیں لیکن موٹی موٹی میں بتاؤں ایک تو انسولین ہے وہ تو اپ ٹھیکے کی صورت میں لگا دیتے ہو پھر ایک دوائی ہوتی ہے جس کے کھانے سے اپ کی اپنی انسولین بڑھتی ہے اور پھر ایک دوائی ہوتی ہے کہ جو باڈی میں شوگر ہے ان کو ٹشوز کے اندر بھیجتی ہے اور جو دوسری ہوتی ہے جو کہ اس کو بڑھاتی ہے مختلف ناموں سے وہ مارکیٹ میں موجود ہے تو میں,3,3,"[6, 10, 26]","[4, 7, 34]",1,36,26,6,4,"(1, 72.22222222222221)","[0, 0, 0]","[0, 0, 0]"
65.88,Disease-4P.wav,تقریبا کوئی 10 12 سال تک میڈیسنز پے رہا ہوں انجکشن نہیں لگاتا تھا لیکن اگین میں سے اپ لوگ جو مجھے جانتے ہیں انفیکشنس ہوتی رہتی ہیں اور میرے بہت سے ایشوز چلتے رہتے ہیں تو مجھے سوئچ کرنا پڑا سرجری ہوتی رہی تو جب وہ کوئی سرجیکل سٹریس اتا ہے تو انسولین کی شفٹ ہو جاتی ہے پھر انسولین پر شفٹ ہو کے مجھے یہ پروبلم رہا کہ میری لو ہونے کا امکان بڑھ جایا کرتا تھا اور دو تین دفعہ میری شوگر جو تھی مارننگ میں 40 45 کے فیس چلی گئی جس سے بہت سٹریٹ ہوئی اور بہت زیادہ خوف پیدا ہوگیا تو پھر میں نے سوچا کہ والدین اف کورس میں اپنے جو ڈاکٹر ہے اس سے میں نے ذکر کیا اور پھر ہم نے یہ پلان کیا کہ میں اورلس پہ ا جاتا ہوں دوبارہ تو اس وقت میں دو قسم کی دوائیاں لے رہا ہوں ایک وہ دوائی جو شوگر کو ٹیشوز میں بھیجتی ہے بیڈ فورمین کہتے ہیں اور دوسری دوائی میں ایمرل لے رہا ہوں یہ جو ہے,7,3,"[4, 6, 31, 32, 38, 39, 58]","[26, 31, 55]",1,65,53,9,3,"(1, 81.53846153846153)","[0, 0, 0, 0, 9, 0, 0]","[0, 0, 0]"
70.96,Disease-5P.wav,ہاں وہ اپ کا جو ڈبلو ہوتا ہے اسے انسولین کو زیادہ بناتی ہے اور میٹ فارمنگ بھی جو ہے اس کی کمبینیشن ارہی ہے اج کل اور الحمداللہ اٹ از پری کنٹرول میرا جو ایچ بی ون ائی سی ہے وہ تقریبا 6.8 7 کے قریب ہے بہت ائیڈیل نہیں ہے لیکن سیون تک میری عمر میں ہے تو میرا کہنے کا مطلب ہے کہ شوگر کو اپ جو ٹریٹ کرتے ہیں تو اس کو اموشنلی کیونکہ اپ ٹینشن لیں گے شوگر بڑھ جائے گی ایکسرسائز سے سست نہیں بیٹھے رہنا کچھ نہ کچھ ایکٹیویٹی کرنا ہے فوڈ سے کوالیٹی یا فوڈ کوانٹیٹی یا فوڈ ان فریکوئنسی اف فوڈ ان دیجیئے ان چیزوں کو رکھیں اور یہ تو بہت لمبا ٹاپک ہے اس پر میں اور بہت سے پروگرام کروں گا اور میں بعد میں بات کروں گا ان کی کمپٹیشن سے کہ کیا کیا کاپی کیشنز ہوتی ہیں اور ان کو اپلیکیشن پے مجھے کتنی ہوئی ہیں اور میں نے کیسے خود کو سنبھالا ہے تو اج کے لئے اتنا ہی تھا جو میں نے باتیں بتائی ہیں میں اپنے مریضوں کو کہتا ہوں کہ اپ کو اگر بیماری ہے اپنے جیسی بیماری,11,1,"[4, 19, 19, 24, 30, 32, 33, 34, 44, 70, 71]",[20],1,70,47,13,9,"(1, 67.14285714285714)","[0, 9, 0, 0, 9, 0, 0, 0, 0, 0]",[0]
91.39,Simple_Life_Dr_Irfan_P.wav,غربت کے بڑھتے ہوئے قومی مسئلے پر کیسے قابو پا سکتے ہیں سب سے پہلا طریقہ کون سامان کے ساتھ زندگی گزارنے کے اٹ سے سادہ کھانا سادہ دفتر سادہ گھر چھوٹا گھر چھوٹا دفتر چھوٹی گاڑی اپنے اپ کو اسکیل کر میں نے ٹی وی پہ ایک دفعہ پروگرام کیا تھا جس کا نام میں نے رکھا تھا ریورس گیئر اسے میں نے یہی کہا تھا کہ پیچھے ا جاؤ ورنہ زلت تمہارا پیچھا کر رہی ہے تمہیں نہیں چھوڑے گی یہ بات ہے کوئی 6 سال پہلے کی میں نے کہا بجلی کا بٹن جلانے کی طاقت نہ رکھو گے تمہارے گھر میں بجلی موجود ہوگی گیس استعمال نہیں کرو گے گالی تمہارے گھر کھڑی ہوگی پیٹرول نہ ڈلوا سکو گے واپس ریورس لگاؤ 1964 تک جا کے دیکھو کیا سامان ہوتا تھا گھروں میں یورپ جا کے دیکھو ان کے گھروں میں کیا سامان ہے چائنا جا کے دیکھو ان کے گھروں میں کیا سامان ہے انڈیا جا کے دیکھو ان کے گھروں میں کیا سامان ہے کم سامان کے ساتھ جینا سیکھو کم اسباب کے ساتھ جینا سیکھو جب تک سادگی اختیار نہیں,17,0,"[0, 13, 14, 15, 16, 17, 24, 34, 39, 49, 54, 56, 57, 59, 84, 87, 91]",[],1,91,78,1,4,"(1, 85.71428571428571)","[0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0]",[]
89.19,Simple_Life_Dr_Irfan-PP.wav,دنیا کی کوئی طاقت تمہارے حالات نہیں بدل سکتی 10 ائی ایم ایف اجائیں تب بھی نہیں بدل سکتے یہ ممکن ہی نہیں ہے سب سے پہلی بات سمجھے اللہ کہتا ہے جسے چاہوں امیر کروں جسے چاہوں غریب کروں جسے چاہوں کشائش والا دوں جسے چاہوں ناپ تول کے دوں جسے چاہوں نہ دوں یہ سب سے بڑا ایشو اللہ کے ساتھ ہے اللہ کو راضی کرنے کی کوشش کرو جب تک اللہ کو راضی نہیں کرو گے تمہارے حالات نہیں بدلیں گے دوسرا اللہ کسی بھکاری کو پسند نہیں کرتا بھکاریوں کے بارے میں حدیثیں مبارکہ ہے میرے اقا کا فرمان ہے بھکاری ایسے ہوں گے جیسے ان کے چہروں پے غارم دونوں طرف یہ گلا گالوں کی بجائے غار ہوں گے ان کو ایسے اٹھایا جائے گا پھر اللہ کہتا ہے میں نے تم مفلوق کو لال تھے میں نے اور میرے رسول نے تمہیں غنی کر دیا اللہ رسول کو راضی کرنے کی کوشش کرو راضی کیسے کرو گے وہ بھی اللہ بتا رہا ہے اللہ فرماتا ہے جو میرے شکر گزار بندے ہیں,11,3,"[4, 9, 12, 20, 27, 39, 41, 44, 46, 53, 61]","[18, 45, 55]",1,89,70,4,8,"(1, 78.65168539325843)","[0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0]"
89.95,Simple_Life_Dr_Irfan-PPP.wav,یہ انعامات میں اضافہ کرتا ہوں ہمارے یہاں سب ناشکرے ہیں صبح جب ہوتی ہے حکمرانوں کو اہلکاروں کو محلے والوں کو سبزی والے کو فروٹ والے کو دودھ والے کو گوشت والے کو سب کو برا بھلا ہر چیز نمبر دو ہے ہر چیز غلط ہے اور جو کہہ رہا ہوتا ہے وہ سارے کام نمبر دو کے کر رہا ہوتا ہے ہر ایک کا شکوہ صبح یہ زبان اللہ نے ہمیں دی تھی ووٹ دیے تھے اپنا شکر ادا کرنے کے لئے ہم دن کی ابتدا ناشکرے پن سے کرتے ہیں دنیا کی کون طاقت ہمیں محفوظ کرلے گی کوئی بچا لے گا ہمیں کیا یہ ممکن ہے تو ہمیں شکوے چھوڑ کے اللہ کا شکر گزار ہونا ہے یہ دیکھنا ہے اپنے اپنے گھروں میں کہ کون سی چیز ایسی ہے جو ہم نہ کریں تو ہم ہمارے اخراجات کم ہو سکتے ہیں بھلے ان کے پاس جتنا مرضی پیسہ ہو مگر اخراجات کرنا اچھی عادت نہیں ہے ایک ایک ایٹم کو گننا ہے دیکھنا ہے کہ اج سے پچاس سال پہلے ہمارے گھروں میں کیا چیزیں استعمال ہو رہی تھی کتنی استعمال ہو رہی تھی اج کتنی استعمال ہو رہی ہیں اور کیا رویہ ہے ہمارے کھانے پے ہم کتنا لگاتے ہیں گھر میں پکانے پے کتنا لگاتے ہیں,11,3,"[5, 16, 17, 19, 19, 24, 29, 56, 58, 60, 68]","[2, 42, 67]",1,89,79,0,5,"(1, 88.76404494382022)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 9]"
89.16,Simple_Life_Dr_Irfan-3P.wav,ہر چیز کو دیکھنا ہے بھاگنا ہے اس کی بجٹنگ کرنی ہے قومی سوچ کے ساتھ کرنی ہے غربت قومی مسئلہ ہے یہ تب تک دور نہیں ہوگی پھر رسول اللہ صلی اللہ علیہ وسلم کا اس میں فرمان ایک تو اللہ کی طرف سے ہو گیا یہ فضول خرچی نہ کرو اسراف نہ کرو اور میرا شکر گزار بندے بنو رزق کی تقسیم میرے ذمے ہے رسول اللہ صلی اللہ علیہ وسلم کا ایک فرمان مبارک ہے جس نے میانہ روی اختیار کی وہ کبھی مفلس نہیں ہوگا کملی والے کا فرمان ہے کو پکڑ لو میانہ روک کبھی مفلس نہیں ہوگا تو ہم مفلس ہیں او دوسری بات اللہ کے علاوہ کوئی غریبی کسی کی دور کر سکتا ہے انٹرنیشنل سسٹم میں کتنے ملکوں کی غریبی دور کی ہے کتنے لوگوں کے قریب بھی دور کیے کوئی ریکارڈ ہے کوئی مثال ہے کسی کے پاس اپ نے اپنی غریبی خود دور کرنی ہے ایک طریقہ یہ اللہ کی شکر گزاری کے ساتھ اللہ سے پناہ مانگنے کے ساتھ اللہ سے دعاؤں کے ساتھ اللہ کی فرمانبرداری کے ساتھ رسول اللہ صلی اللہ علیہ وسلم کی زندگی جو گزاری انفرادی اور اجتماعی اس کی روشنی میں,12,1,"[1, 9, 10, 12, 22, 23, 24, 24, 29, 40, 46, 89]",[65],1,89,73,1,4,"(1, 82.02247191011236)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0]
91.39,Simple_Life_Dr_Irfan-4P.wav,اس کی ہدایت میں اس کی ٹیچنگ میں اس کے ساتھ پھر بھیک سے نفرت کرتے ہوئے وہ لباس ہمیں نہیں چاہیے جو بھیک سے ملے وہ بڑا گھر نہیں چاہیے جو بھیک سے ملے بھیک سے نفرت کرنی انسانی عزت نفس کے لئے جو سب سے ظالم چیز ہے بری چیز ہے وہ بھیک ہے ہم ایک تیسرا نکل سکتے ہیں پہلے نمبر پہ اثرات سے بچ کر دوسرے نمبر پر اب اپ دیکھیں میں اپ کو ایک مثال دیتا ہوں تاکہ اپ کو بات سمجھ میں ائے تن چائنا کا لیڈر انقلاب کا لیڈر اسے کسی صحافی نے سوال کیا کہ اپ کا کوئی پرابلم ہے کوئی مسئلہ ہے بہت بڑا مسئلہ ہے ان کا کیا مسئلہ ہے کہ ہمارے پاس کام زیادہ ہے افراد کم ہے جو دنیا کی سب سے بڑی پاپولیشن ہے کام زیادہ ہے افراد کم ہے تو مقصد کیا ہوا ہر فرد کو کام پے لگا دو اگر ہر فرد کام پہ لگ جائے اور کوئی مشکل نہیں ہے معاشرے کے لئے اسٹیٹ کے لیے دوسری چیز اپ کے پاس وافر ہے ابادی اپ کی 62 نوجوانوں کی ہے ریٹائر لوگوں کی نہیں ہے یہ جاپان نہیں ہے ریٹائر لوگوں کی زندگی ہے,25,4,"[7, 10, 14, 17, 22, 22, 23, 24, 49, 50, 52, 54, 57, 57, 58, 63, 64, 65, 69, 72, 75, 75, 80, 87, 89]","[18, 19, 37, 67]",1,91,73,3,6,"(1, 80.21978021978022)","[0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0]","[0, 0, 0, 0]"
